Season,M/W,Match,Y/M/D,Pool,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Service points won,Receiver points won,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
2023,Women,1,2023/7/27,Quarter_Finals,Laval,France,France,Vietnam,3,0,25,25,25,-,-,20,16,17,-,-,ALL,37/74 (50%),38/54 (70%),55,41,3,11,-,41,10,46,97,3,17,13,33,11,7,56,74,16,1,29,46,49,6,58,29,1,65,95
2023,Women,1,2023/7/27,Quarter_Finals,Laval,France,France,Vietnam,3,0,25,25,25,-,-,20,16,17,-,-,1,11/25 (44%),14/20 (70%),20,15,0,5,-,15,3,9,27,0,7,6,13,5,2,18,25,8,1,7,16,12,2,16,8,0,18,26
2023,Women,1,2023/7/27,Quarter_Finals,Laval,France,France,Vietnam,3,0,25,25,25,-,-,20,16,17,-,-,2,12/24 (50%),13/17 (76%),18,14,2,2,-,14,2,22,38,2,4,3,9,2,2,20,24,3,0,12,15,19,3,22,9,1,26,36
2023,Women,1,2023/7/27,Quarter_Finals,Laval,France,France,Vietnam,3,0,25,25,25,-,-,20,16,17,-,-,3,14/25 (56%),11/17 (65%),17,12,1,4,-,12,5,15,32,1,6,4,11,4,3,18,25,5,0,10,15,18,1,20,12,0,21,33
2023,Women,1,2023/7/27,Quarter_Finals,Laval,France,Vietnam,France,0,3,20,16,17,-,-,25,25,25,-,-,ALL,16/54 (30%),37/74 (50%),38,34,3,1,-,34,13,41,88,3,10,12,25,1,7,45,53,12,11,42,65,30,9,53,6,3,81,90
2023,Women,1,2023/7/27,Quarter_Finals,Laval,France,Vietnam,France,0,3,20,16,17,-,-,25,25,25,-,-,1,6/20 (30%),14/25 (56%),15,14,0,1,-,14,1,12,27,0,5,3,8,1,3,15,19,4,5,14,23,5,2,10,3,1,23,27
2023,Women,1,2023/7/27,Quarter_Finals,Laval,France,Vietnam,France,0,3,20,16,17,-,-,25,25,25,-,-,2,4/17 (24%),12/24 (50%),12,11,1,0,-,11,6,15,32,1,1,8,10,0,2,15,17,4,2,15,21,14,6,25,2,1,29,32
2023,Women,1,2023/7/27,Quarter_Finals,Laval,France,Vietnam,France,0,3,20,16,17,-,-,25,25,25,-,-,3,6/17 (35%),11/25 (44%),11,9,2,0,-,9,6,14,29,2,4,1,7,0,2,15,17,4,4,13,21,11,1,18,1,1,29,31
2023,Women,2,2023/7/27,Quarter_Finals,Laval,France,Ukraine,Croatia,3,1,25,25,18,25,-,15,15,25,19,-,ALL,42/92 (46%),51/75 (68%),67,55,10,2,-,55,16,46,117,10,11,13,34,2,12,78,92,19,6,38,63,58,11,73,4,0,116,120
2023,Women,2,2023/7/27,Quarter_Finals,Laval,France,Ukraine,Croatia,3,1,25,25,18,25,-,15,15,25,19,-,1,13/25 (52%),12/15 (80%),18,16,2,0,-,16,2,9,27,2,2,5,9,0,2,23,25,5,1,6,12,15,4,19,0,0,27,27
2023,Women,2,2023/7/27,Quarter_Finals,Laval,France,Ukraine,Croatia,3,1,25,25,18,25,-,15,15,25,19,-,2,14/24 (58%),11/16 (69%),19,13,5,1,-,13,4,8,25,5,4,3,12,1,4,19,24,5,0,8,13,13,1,15,1,0,25,26
2023,Women,2,2023/7/27,Quarter_Finals,Laval,France,Ukraine,Croatia,3,1,25,25,18,25,-,15,15,25,19,-,3,6/19 (32%),12/24 (50%),14,12,1,1,-,12,3,13,28,1,1,0,2,1,4,14,19,5,4,13,22,8,4,12,3,0,27,30
2023,Women,2,2023/7/27,Quarter_Finals,Laval,France,Ukraine,Croatia,3,1,25,25,18,25,-,15,15,25,19,-,4,9/24 (38%),16/20 (80%),16,14,2,0,-,14,7,16,37,2,4,5,11,0,2,22,24,4,1,11,16,22,2,27,0,0,37,37
2023,Women,2,2023/7/27,Quarter_Finals,Laval,France,Croatia,Ukraine,1,3,15,15,25,19,-,25,25,18,25,-,ALL,24/75 (32%),50/92 (54%),56,40,10,6,-,40,18,56,114,10,17,17,44,6,12,57,75,20,2,58,80,40,21,64,6,4,105,115
2023,Women,2,2023/7/27,Quarter_Finals,Laval,France,Croatia,Ukraine,1,3,15,15,25,19,-,25,25,18,25,-,1,3/15 (20%),12/25 (48%),13,10,2,1,-,10,4,16,30,2,7,2,11,1,3,11,15,4,0,19,23,6,4,12,1,1,29,31
2023,Women,2,2023/7/27,Quarter_Finals,Laval,France,Croatia,Ukraine,1,3,15,15,25,19,-,25,25,18,25,-,2,5/16 (31%),10/24 (42%),10,7,3,0,-,7,5,13,25,3,3,3,9,0,3,13,16,6,1,13,20,9,6,15,1,2,25,28
2023,Women,2,2023/7/27,Quarter_Finals,Laval,France,Croatia,Ukraine,1,3,15,15,25,19,-,25,25,18,25,-,3,12/24 (50%),13/19 (68%),20,14,2,4,-,14,3,7,24,2,3,6,11,4,2,18,24,5,1,9,15,10,7,17,1,0,23,24
2023,Women,2,2023/7/27,Quarter_Finals,Laval,France,Croatia,Ukraine,1,3,15,15,25,19,-,25,25,18,25,-,4,4/20 (20%),15/24 (63%),13,9,3,1,-,9,6,20,35,3,4,6,13,1,4,15,20,5,0,17,22,15,4,20,3,1,28,32
2023,Women,3,2023/7/28,Quarter_Finals,Laval,France,Mexico,Sweden,2,3,25,25,20,22,5,20,19,25,25,15,ALL,31/98 (32%),66/103 (64%),76,62,7,7,-,62,22,74,158,7,17,27,51,7,14,78,99,20,7,61,88,70,16,97,28,4,129,161
2023,Women,3,2023/7/28,Quarter_Finals,Laval,France,Mexico,Sweden,2,3,25,25,20,22,5,20,19,25,25,15,1,10/24 (42%),15/21 (71%),16,13,0,3,-,13,2,12,27,0,5,3,8,3,4,17,24,3,1,12,16,15,1,16,7,1,21,29
2023,Women,3,2023/7/28,Quarter_Finals,Laval,France,Mexico,Sweden,2,3,25,25,20,22,5,20,19,25,25,15,2,11/25 (44%),14/19 (74%),20,16,1,3,-,16,3,12,31,1,3,7,11,3,3,19,25,3,2,10,15,14,5,21,4,0,26,30
2023,Women,3,2023/7/28,Quarter_Finals,Laval,France,Mexico,Sweden,2,3,25,25,20,22,5,20,19,25,25,15,3,4/20 (20%),16/25 (64%),19,15,3,1,-,15,5,20,40,3,6,8,17,1,2,18,21,6,2,16,24,18,4,25,7,1,33,41
2023,Women,3,2023/7/28,Quarter_Finals,Laval,France,Mexico,Sweden,2,3,25,25,20,22,5,20,19,25,25,15,4,5/23 (22%),17/24 (71%),19,16,3,0,-,16,7,18,41,3,2,8,13,0,4,19,23,7,0,14,21,17,4,27,9,1,31,41
2023,Women,3,2023/7/28,Quarter_Finals,Laval,France,Mexico,Sweden,2,3,25,25,20,22,5,20,19,25,25,15,5,1/6 (17%),4/14 (29%),2,2,0,0,-,2,5,12,19,0,1,1,2,0,1,5,6,1,2,9,12,6,2,8,1,1,18,20
2023,Women,3,2023/7/28,Quarter_Finals,Laval,France,Sweden,Mexico,3,2,20,19,25,25,15,25,25,20,22,5,ALL,37/103 (36%),67/98 (68%),77,56,14,7,-,56,12,70,138,14,14,37,65,7,15,81,103,15,7,63,85,60,25,97,19,1,123,143
2023,Women,3,2023/7/28,Quarter_Finals,Laval,France,Sweden,Mexico,3,2,20,19,25,25,15,25,25,20,22,5,1,6/21 (29%),14/24 (58%),15,12,2,1,-,12,3,10,25,2,3,5,10,1,5,15,21,1,3,16,20,9,7,19,3,1,22,26
2023,Women,3,2023/7/28,Quarter_Finals,Laval,France,Sweden,Mexico,3,2,20,19,25,25,15,25,25,20,22,5,2,5/19 (26%),14/25 (56%),15,11,2,2,-,11,2,17,30,2,2,8,12,2,4,13,19,3,3,16,22,12,7,20,6,0,27,33
2023,Women,3,2023/7/28,Quarter_Finals,Laval,France,Sweden,Mexico,3,2,20,19,25,25,15,25,25,20,22,5,3,9/25 (36%),16/20 (80%),17,14,1,2,-,14,3,20,37,1,5,8,14,2,1,22,25,7,1,11,19,17,6,26,6,0,32,38
2023,Women,3,2023/7/28,Quarter_Finals,Laval,France,Sweden,Mexico,3,2,20,19,25,25,15,25,25,20,22,5,4,7/24 (29%),18/23 (78%),18,13,5,0,-,13,3,20,36,5,4,11,20,0,3,21,24,3,0,16,19,17,4,23,3,0,33,36
2023,Women,3,2023/7/28,Quarter_Finals,Laval,France,Sweden,Mexico,3,2,20,19,25,25,15,25,25,20,22,5,5,10/14 (71%),5/6 (83%),12,6,4,2,-,6,1,3,10,4,0,5,9,2,2,10,14,1,0,4,5,5,1,9,1,0,9,10
2023,Women,4,2023/7/28,Quarter_Finals,Laval,France,Colombia,Kenya,3,1,25,21,25,25,-,22,25,23,19,-,ALL,38/95 (40%),58/90 (64%),64,51,7,6,-,51,11,71,133,7,13,23,43,6,8,82,96,19,6,53,78,56,25,93,23,2,105,130
2023,Women,4,2023/7/28,Quarter_Finals,Laval,France,Colombia,Kenya,3,1,25,21,25,25,-,22,25,23,19,-,1,11/25 (44%),14/22 (64%),14,10,3,1,-,10,4,25,39,3,1,8,12,1,0,24,25,1,1,16,18,21,8,33,8,0,30,38
2023,Women,4,2023/7/28,Quarter_Finals,Laval,France,Colombia,Kenya,3,1,25,21,25,25,-,22,25,23,19,-,2,6/21 (29%),15/25 (60%),14,12,1,1,-,12,3,17,32,1,5,6,12,1,4,16,21,5,3,13,21,12,6,18,3,0,28,31
2023,Women,4,2023/7/28,Quarter_Finals,Laval,France,Colombia,Kenya,3,1,25,21,25,25,-,22,25,23,19,-,3,11/25 (44%),14/23 (61%),19,15,1,3,-,15,4,12,31,1,2,5,8,3,1,22,26,6,2,14,22,10,6,22,7,1,20,28
2023,Women,4,2023/7/28,Quarter_Finals,Laval,France,Colombia,Kenya,3,1,25,21,25,25,-,22,25,23,19,-,4,10/24 (42%),15/20 (75%),17,14,2,1,-,14,0,17,31,2,5,4,11,1,3,20,24,7,0,10,17,13,5,20,5,1,27,33
2023,Women,4,2023/7/28,Quarter_Finals,Laval,France,Kenya,Colombia,1,3,22,25,23,19,-,25,21,25,25,-,ALL,32/90 (36%),57/95 (60%),67,60,1,6,-,60,20,69,149,1,23,26,50,6,11,72,89,12,6,69,87,64,18,91,19,5,129,153
2023,Women,4,2023/7/28,Quarter_Finals,Laval,France,Kenya,Colombia,1,3,22,25,23,19,-,25,21,25,25,-,1,8/22 (36%),14/25 (56%),17,16,0,1,-,16,5,27,48,0,3,8,11,1,4,17,22,5,1,19,25,24,8,34,7,3,41,51
2023,Women,4,2023/7/28,Quarter_Finals,Laval,France,Kenya,Colombia,1,3,22,25,23,19,-,25,21,25,25,-,2,10/25 (40%),15/21 (71%),19,15,1,3,-,15,4,14,33,1,5,5,11,3,4,18,25,2,1,14,17,15,4,21,6,0,27,33
2023,Women,4,2023/7/28,Quarter_Finals,Laval,France,Kenya,Colombia,1,3,22,25,23,19,-,25,21,25,25,-,3,9/23 (39%),14/25 (56%),16,14,0,2,-,14,5,16,35,0,8,4,12,2,0,20,22,5,3,17,25,10,5,18,3,1,30,34
2023,Women,4,2023/7/28,Quarter_Finals,Laval,France,Kenya,Colombia,1,3,22,25,23,19,-,25,21,25,25,-,4,5/20 (25%),14/24 (58%),15,15,0,0,-,15,6,12,33,0,7,9,16,0,3,17,20,0,1,19,20,15,1,18,3,1,31,35
2023,Women,5,2023/7/29,Semifinals,Laval,France,France,Ukraine,3,0,25,25,25,-,-,10,20,22,-,-,ALL,39/74 (53%),36/53 (68%),59,41,13,5,-,41,12,42,95,13,10,21,44,5,7,62,74,17,2,28,47,45,12,60,18,1,77,96
2023,Women,5,2023/7/29,Semifinals,Laval,France,France,Ukraine,3,0,25,25,25,-,-,10,20,22,-,-,1,16/25 (64%),9/10 (90%),19,13,4,2,-,13,1,9,23,4,1,3,8,2,2,21,25,1,0,7,8,11,2,14,3,0,18,21
2023,Women,5,2023/7/29,Semifinals,Laval,France,France,Ukraine,3,0,25,25,25,-,-,10,20,22,-,-,2,10/24 (42%),15/21 (71%),19,11,7,1,-,11,6,14,31,7,5,10,22,1,3,20,24,8,1,8,17,15,2,17,5,0,27,32
2023,Women,5,2023/7/29,Semifinals,Laval,France,France,Ukraine,3,0,25,25,25,-,-,10,20,22,-,-,3,13/25 (52%),12/22 (55%),21,17,2,2,-,17,5,19,41,2,4,8,14,2,2,21,25,8,1,13,22,19,8,29,10,1,32,43
2023,Women,5,2023/7/29,Semifinals,Laval,France,Ukraine,France,0,3,10,20,22,-,-,25,25,25,-,-,ALL,17/53 (32%),35/74 (47%),41,30,9,2,-,30,21,47,98,9,13,14,36,2,6,45,53,10,5,52,67,33,18,59,5,1,95,101
2023,Women,5,2023/7/29,Semifinals,Laval,France,Ukraine,France,0,3,10,20,22,-,-,25,25,25,-,-,1,1/10 (10%),9/25 (36%),7,7,0,0,-,7,7,10,24,0,2,3,5,0,2,8,10,4,2,17,23,7,7,16,0,1,26,27
2023,Women,5,2023/7/29,Semifinals,Laval,France,Ukraine,France,0,3,10,20,22,-,-,25,25,25,-,-,2,6/21 (29%),14/24 (58%),16,10,5,1,-,10,8,18,36,5,6,2,13,1,4,16,21,1,1,19,21,12,3,17,2,0,35,37
2023,Women,5,2023/7/29,Semifinals,Laval,France,Ukraine,France,0,3,10,20,22,-,-,25,25,25,-,-,3,10/22 (45%),12/25 (48%),18,13,4,1,-,13,6,19,38,4,5,9,18,1,0,21,22,5,2,16,23,14,8,26,3,0,34,37
2023,Women,6,2023/7/29,Semifinals,Laval,France,Sweden,Colombia,3,1,25,25,22,25,-,17,17,25,17,-,ALL,41/96 (43%),56/77 (73%),78,60,11,7,-,60,11,47,118,11,19,18,48,7,12,77,96,11,4,56,71,45,26,85,12,1,105,118
2023,Women,6,2023/7/29,Semifinals,Laval,France,Sweden,Colombia,3,1,25,25,22,25,-,17,17,25,17,-,1,12/25 (48%),13/17 (76%),21,18,3,0,-,18,2,12,32,3,5,4,12,0,0,25,25,3,0,13,16,13,9,26,5,0,26,31
2023,Women,6,2023/7/29,Semifinals,Laval,France,Sweden,Colombia,3,1,25,25,22,25,-,17,17,25,17,-,2,14/24 (58%),11/18 (61%),20,12,5,3,-,12,3,8,23,5,5,3,13,3,6,15,24,1,0,16,17,5,2,8,3,0,20,23
2023,Women,6,2023/7/29,Semifinals,Laval,France,Sweden,Colombia,3,1,25,25,22,25,-,17,17,25,17,-,3,4/23 (17%),18/24 (75%),18,16,0,2,-,16,2,10,28,0,7,4,11,2,4,17,23,4,3,16,23,8,9,22,4,0,26,30
2023,Women,6,2023/7/29,Semifinals,Laval,France,Sweden,Colombia,3,1,25,25,22,25,-,17,17,25,17,-,4,11/24 (46%),14/18 (78%),19,14,3,2,-,14,4,17,35,3,2,7,12,2,2,20,24,3,1,11,15,19,6,29,0,1,33,34
2023,Women,6,2023/7/29,Semifinals,Laval,France,Colombia,Sweden,1,3,17,17,25,17,-,25,25,22,25,-,ALL,21/77 (27%),55/96 (57%),56,47,5,4,-,47,23,55,125,5,15,11,31,4,6,67,77,17,7,60,84,43,24,79,13,0,112,125
2023,Women,6,2023/7/29,Semifinals,Laval,France,Colombia,Sweden,1,3,17,17,25,17,-,25,25,22,25,-,1,4/17 (24%),13/25 (52%),15,14,1,0,-,14,6,18,38,1,4,2,7,0,1,16,17,3,0,22,25,12,7,21,7,0,31,38
2023,Women,6,2023/7/29,Semifinals,Laval,France,Colombia,Sweden,1,3,17,17,25,17,-,25,25,22,25,-,2,7/18 (39%),10/24 (42%),9,8,1,0,-,8,9,6,23,1,3,2,6,0,1,17,18,3,3,12,18,7,5,14,2,0,22,24
2023,Women,6,2023/7/29,Semifinals,Laval,France,Colombia,Sweden,1,3,17,17,25,17,-,25,25,22,25,-,3,6/24 (25%),19/23 (83%),19,16,0,3,-,16,2,12,30,0,3,3,6,3,1,20,24,4,2,13,19,10,8,22,2,0,28,30
2023,Women,6,2023/7/29,Semifinals,Laval,France,Colombia,Sweden,1,3,17,17,25,17,-,25,25,22,25,-,4,4/18 (22%),13/24 (54%),13,9,3,1,-,9,6,19,34,3,5,4,12,1,3,14,18,7,2,13,22,14,4,22,2,0,31,33
2023,Women,7,2023/7/30,Final_3rd-4th,Laval,France,Ukraine,Colombia,1,3,23,25,24,22,-,25,12,26,25,-,ALL,39/95 (41%),55/87 (63%),79,66,9,4,-,66,20,81,167,9,22,34,65,4,7,84,95,20,4,58,82,76,16,99,25,1,139,165
2023,Women,7,2023/7/30,Final_3rd-4th,Laval,France,Ukraine,Colombia,1,3,23,25,24,22,-,25,12,26,25,-,1,9/24 (38%),14/24 (58%),20,18,0,2,-,18,6,23,47,0,3,7,10,2,3,19,24,8,0,16,24,23,8,35,14,0,32,46
2023,Women,7,2023/7/30,Final_3rd-4th,Laval,France,Ukraine,Colombia,1,3,23,25,24,22,-,25,12,26,25,-,2,16/24 (67%),9/13 (69%),21,16,4,1,-,16,5,10,31,4,3,7,14,1,1,22,24,2,0,9,11,17,0,17,1,0,29,30
2023,Women,7,2023/7/30,Final_3rd-4th,Laval,France,Ukraine,Colombia,1,3,23,25,24,22,-,25,12,26,25,-,3,8/25 (32%),16/25 (64%),21,18,3,0,-,18,3,22,43,3,9,11,23,0,3,22,25,5,2,17,24,14,7,21,5,0,35,40
2023,Women,7,2023/7/30,Final_3rd-4th,Laval,France,Ukraine,Colombia,1,3,23,25,24,22,-,25,12,26,25,-,4,6/22 (27%),16/25 (64%),17,14,2,1,-,14,6,26,46,2,7,9,18,1,0,21,22,5,2,16,23,22,1,26,5,1,43,49
2023,Women,7,2023/7/30,Final_3rd-4th,Laval,France,Colombia,Ukraine,3,1,25,12,26,25,-,23,25,24,22,-,ALL,32/87 (37%),56/95 (59%),66,53,9,4,-,53,17,91,161,9,20,36,65,4,5,78,87,19,4,65,88,62,35,107,8,1,153,162
2023,Women,7,2023/7/30,Final_3rd-4th,Laval,France,Colombia,Ukraine,3,1,25,12,26,25,-,23,25,24,22,-,1,10/24 (42%),15/24 (63%),18,15,3,0,-,15,3,25,43,3,3,7,13,0,0,24,24,5,2,14,21,24,12,39,3,0,41,44
2023,Women,7,2023/7/30,Final_3rd-4th,Laval,France,Colombia,Ukraine,3,1,25,12,26,25,-,23,25,24,22,-,2,4/13 (31%),8/24 (33%),8,6,2,0,-,6,5,18,29,2,6,5,13,0,2,11,13,4,1,18,23,5,7,13,2,1,26,29
2023,Women,7,2023/7/30,Final_3rd-4th,Laval,France,Colombia,Ukraine,3,1,25,12,26,25,-,23,25,24,22,-,3,9/25 (36%),17/25 (68%),20,17,1,2,-,17,5,19,41,1,5,12,18,2,1,22,25,3,0,19,22,14,10,26,1,0,40,41
2023,Women,7,2023/7/30,Final_3rd-4th,Laval,France,Colombia,Ukraine,3,1,25,12,26,25,-,23,25,24,22,-,4,9/25 (36%),16/22 (73%),20,15,3,2,-,15,4,29,48,3,6,12,21,2,2,21,25,7,1,14,22,19,6,29,2,0,46,48
2023,Women,8,2023/7/30,Final_1st-2nd,Laval,France,France,Sweden,3,1,25,25,22,25,-,21,16,25,15,-,ALL,40/96 (42%),57/78 (73%),77,58,10,9,-,58,18,55,131,10,19,23,52,9,9,78,96,21,1,47,69,62,20,94,5,0,135,140
2023,Women,8,2023/7/30,Final_1st-2nd,Laval,France,France,Sweden,3,1,25,25,22,25,-,21,16,25,15,-,1,7/24 (29%),18/22 (82%),18,13,4,1,-,13,4,17,34,4,5,7,16,1,5,18,24,3,1,15,19,14,4,21,3,0,33,36
2023,Women,8,2023/7/30,Final_1st-2nd,Laval,France,France,Sweden,3,1,25,25,22,25,-,21,16,25,15,-,2,14/25 (56%),11/16 (69%),21,17,1,3,-,17,3,14,34,1,4,7,12,3,1,21,25,4,0,12,16,21,5,30,0,0,37,37
2023,Women,8,2023/7/30,Final_1st-2nd,Laval,France,France,Sweden,3,1,25,25,22,25,-,21,16,25,15,-,3,8/22 (36%),14/25 (56%),19,17,2,0,-,17,7,15,39,2,8,7,17,0,2,20,22,10,0,13,23,15,5,24,1,0,41,42
2023,Women,8,2023/7/30,Final_1st-2nd,Laval,France,France,Sweden,3,1,25,25,22,25,-,21,16,25,15,-,4,11/25 (44%),14/15 (93%),19,11,3,5,-,11,4,9,24,3,2,2,7,5,1,19,25,4,0,7,11,12,6,19,1,0,24,25
2023,Women,8,2023/7/30,Final_1st-2nd,Laval,France,Sweden,France,1,3,21,16,25,15,-,25,25,22,25,-,ALL,21/78 (27%),56/96 (58%),58,49,8,1,-,49,18,78,145,8,23,23,54,1,9,68,78,11,9,67,87,51,26,86,6,0,139,145
2023,Women,8,2023/7/30,Final_1st-2nd,Laval,France,Sweden,France,1,3,21,16,25,15,-,25,25,22,25,-,1,4/22 (18%),17/24 (71%),13,11,1,1,-,11,6,19,36,1,5,5,11,1,3,18,22,3,1,15,19,12,7,20,2,0,33,35
2023,Women,8,2023/7/30,Final_1st-2nd,Laval,France,Sweden,France,1,3,21,16,25,15,-,25,25,22,25,-,2,5/16 (31%),11/25 (44%),15,12,3,0,-,12,5,27,44,3,7,5,15,0,0,16,16,3,3,18,24,19,8,30,1,0,44,45
2023,Women,8,2023/7/30,Final_1st-2nd,Laval,France,Sweden,France,1,3,21,16,25,15,-,25,25,22,25,-,3,11/25 (44%),14/22 (64%),18,16,2,0,-,16,2,20,38,2,6,9,17,0,2,23,25,1,0,19,20,15,7,23,1,0,38,39
2023,Women,8,2023/7/30,Final_1st-2nd,Laval,France,Sweden,France,1,3,21,16,25,15,-,25,25,22,25,-,4,1/15 (7%),14/25 (56%),12,10,2,0,-,10,5,12,27,2,5,4,11,0,4,11,15,4,5,15,24,5,4,13,2,0,24,26
