Season,M/W,Match,Y/M/D,Pool,City,Country,Team,VS_Team,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,SCORING_Efficiency %,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,ATTACK_Efficiency %,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,BLOCK_Efficiency %,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,SERVE_Efficiency %,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,RECEPTION_Efficiency %,DIG_Digs,DIG_Errors,DIG_Total,DIG_Efficiency %,SET_Point,SET_Errors,SET_Attempts,SET_Total,SET_Efficiency %
2022,Women,8,44773,Final 1st-2nd,Zadar,Croatia,Croatia,Belgium,3,1,25,21,25,25,-,20,25,22,21,-,SET 3,18,16,2,0,,66.95,16,4,14,34,298.46,2,3,0,5,-100,0,2,23,25,-75,5,4,11,20,-120,1,1,3,0,2,1,29,32,3.12
2022,Women,8,44773,Final 1st-2nd,Zadar,Croatia,Croatia,Belgium,3,1,25,21,25,25,-,20,25,22,21,-,SET 4,20,16,3,1,,-7.87,16,6,20,42,119.44,3,8,1,12,-233.33,1,3,20,24,-80,9,0,11,20,140,0,0,0,,2,0,40,42,5.13
2022,Men,4,44770,Quarter_Finals,Seoul,Korea,Chile,Cuba,0,3,20,19,19,-,-,25,25,25,-,-,ALL SETS,28,21,1,6,,-56.44,21,9,28,58,178.88,1,1,10,12,80,6,15,38,59,-203.89,8,11,33,52,-18.84,23,0,26,720.84,0,3,59,62,-6.38
2022,Men,4,44770,Quarter_Finals,Seoul,Korea,Chile,Cuba,0,3,20,19,19,-,-,25,25,25,-,-,SET 1,9,8,0,1,,-17.38,8,2,8,18,183.33,0,0,4,4,0,1,4,15,20,-116.66,2,5,11,18,-59.09,8,0,9,466.67,0,1,19,20,-6.25
2022,Men,4,44770,Quarter_Finals,Seoul,Korea,Chile,Cuba,0,3,20,19,19,-,-,25,25,25,-,-,SET 2,11,6,1,4,,-68.89,6,5,8,19,14.29,1,0,2,3,100,4,5,11,20,-113.33,1,5,12,18,-68.57,7,0,8,350,0,0,20,20,0
2022,Men,4,44770,Quarter_Finals,Seoul,Korea,Chile,Cuba,0,3,20,19,19,-,-,25,25,25,-,-,SET 3,8,7,0,1,,-120,7,2,12,21,140.47,0,1,4,5,-50,1,6,12,19,-258.33,5,1,10,16,84.29,8,0,9,466.67,0,2,20,22,-10
2022,Men,1,44770,Quarter_Finals,Seoul,Korea,Australia,Korea,2,3,25,23,18,25,13,23,25,25,22,15,ALL SETS,71,59,7,5,,102.27,59,19,47,125,317.7,7,1,18,26,241.67,5,16,83,104,-178.94,18,6,65,89,93.28,44,1,51,818.77,0,1,118,119,-1.41
2022,Men,1,44770,Quarter_Finals,Seoul,Korea,Australia,Korea,2,3,25,23,18,25,13,23,25,25,22,15,SET 1,15,13,1,1,,105.76,13,2,5,20,350,1,0,1,2,100,1,6,18,25,-145,3,0,13,16,70,5,1,9,216.67,0,0,20,20,0
2022,Men,1,44770,Quarter_Finals,Seoul,Korea,Australia,Korea,2,3,25,23,18,25,13,23,25,25,22,15,SET 2,15,13,2,0,,102.69,13,4,12,29,334.25,2,0,4,6,100,0,3,20,23,-83.34,7,1,11,19,100,11,0,13,450,0,1,25,26,-4
2022,Men,1,44770,Quarter_Finals,Seoul,Korea,Australia,Korea,2,3,25,23,18,25,13,23,25,25,22,15,SET 3,11,8,3,0,,28.1,8,6,12,26,100,3,0,9,12,233.33,0,3,16,19,-183.33,4,3,14,21,-86.67,10,0,10,700,0,0,24,24,0
2022,Men,1,44770,Quarter_Finals,Seoul,Korea,Australia,Korea,2,3,25,23,18,25,13,23,25,25,22,15,SET 4,20,16,1,3,,109.73,16,5,9,30,299.85,1,1,3,5,-50,3,3,18,24,-90.47,3,1,16,20,83.33,10,0,10,600,0,0,28,28,0
2022,Men,1,44770,Quarter_Finals,Seoul,Korea,Australia,Korea,2,3,25,23,18,25,13,23,25,25,22,15,SET 5,10,9,0,1,,89.29,9,2,9,20,86.67,0,0,1,1,0,1,1,11,13,-66.67,1,1,11,13,-13.33,8,0,9,550,0,0,21,21,0
2022,Men,2,44771,Quarter_Finals,Seoul,Korea,Qatar,Türkiye,1,3,23,16,25,15,-,25,25,22,25,-,ALL SETS,54,51,1,2,,64.51,51,23,45,119,172.87,1,0,17,18,50,2,10,68,80,-70.24,11,6,65,82,26.76,47,2,53,845.71,0,1,121,122,-0.98
2022,Men,2,44771,Quarter_Finals,Seoul,Korea,Qatar,Türkiye,1,3,23,16,25,15,-,25,25,22,25,-,SET 1,15,13,0,2,,41.74,13,9,9,31,230,0,0,2,2,0,2,3,18,23,-20,3,1,16,20,25,10,1,12,400,0,0,30,30,0
2022,Men,2,44771,Quarter_Finals,Seoul,Korea,Qatar,Türkiye,1,3,23,16,25,15,-,25,25,22,25,-,SET 2,9,9,0,0,,14.05,9,5,12,26,88.33,0,0,5,5,0,0,3,14,17,-125,3,2,15,20,0,9,0,9,500,0,0,26,26,0
2022,Men,2,44771,Quarter_Finals,Seoul,Korea,Qatar,Türkiye,1,3,23,16,25,15,-,25,25,22,25,-,SET 3,19,18,1,0,,136.05,18,5,11,34,255,1,0,6,7,50,0,1,23,24,-14.29,3,2,15,20,38.89,15,1,16,400,0,1,33,34,-3.7
2022,Men,2,44771,Quarter_Finals,Seoul,Korea,Qatar,Türkiye,1,3,23,16,25,15,-,25,25,22,25,-,SET 4,11,11,0,0,,39.82,11,4,13,28,156.36,0,0,4,4,0,0,3,13,16,-125,2,1,19,22,20,13,0,16,441.67,0,0,32,32,0
2022,Men,3,44771,Quarter_Finals,Seoul,Korea,Czech Republic,Tunisia,3,1,25,17,28,25,-,16,25,26,16,-,ALL SETS,65,47,10,8,,76.31,47,20,42,109,208.55,10,2,6,18,245.24,8,16,70,94,-149.49,11,6,51,68,28.46,49,0,51,700,0,1,108,109,-11.11
2022,Men,3,44771,Quarter_Finals,Seoul,Korea,Czech Republic,Tunisia,3,1,25,17,28,25,-,16,25,26,16,-,SET 1,14,11,1,2,,32.74,11,4,7,22,204.44,1,1,3,5,50,2,3,20,25,-46.67,0,0,10,10,0,13,0,13,500,0,0,21,21,0
2022,Men,3,44771,Quarter_Finals,Seoul,Korea,Czech Republic,Tunisia,3,1,25,17,28,25,-,16,25,26,16,-,SET 2,13,7,2,4,,-66.2,7,6,11,24,-4.17,2,0,0,2,200,4,2,11,17,-50,3,6,13,22,-35.24,10,0,12,600,0,1,24,25,-16.67
2022,Men,3,44771,Quarter_Finals,Seoul,Korea,Czech Republic,Tunisia,3,1,25,17,28,25,-,16,25,26,16,-,SET 3,22,20,2,0,,38.22,20,6,11,37,300.32,2,1,1,4,100,0,7,21,28,-247.62,5,0,17,22,84.29,13,0,13,500,0,0,36,36,0
2022,Men,3,44771,Quarter_Finals,Seoul,Korea,Czech Republic,Tunisia,3,1,25,17,28,25,-,16,25,26,16,-,SET 4,16,9,5,2,,87.22,9,4,13,26,64.44,5,0,2,7,350,2,4,18,24,-132.5,3,0,11,14,50,13,0,13,500,0,0,27,27,0
2022,Men,5,44772,Semifinals,Seoul,Korea,Czech Republic,Cuba,0,3,22,18,18,-,-,25,25,25,-,-,ALL SETS,36,28,5,3,,-2.24,28,19,22,69,154.06,5,0,7,12,283.33,3,13,44,60,-126.79,9,2,48,59,144.53,18,0,19,900,0,0,66,66,0
2022,Men,5,44772,Semifinals,Seoul,Korea,Czech Republic,Cuba,0,3,22,18,18,-,-,25,25,25,-,-,SET 1,17,12,3,2,,1.99,12,5,9,26,114.17,3,0,2,5,200,2,5,16,23,-108.33,2,1,18,21,25,9,0,9,500,0,0,26,26,0
2022,Men,5,44772,Semifinals,Seoul,Korea,Czech Republic,Cuba,0,3,22,18,18,-,-,25,25,25,-,-,SET 2,12,9,2,1,,39.64,9,8,6,23,106.67,2,0,2,4,200,1,3,14,18,-141.67,5,1,15,21,161.9,4,0,4,300,0,0,22,22,0
2022,Men,5,44772,Semifinals,Seoul,Korea,Czech Republic,Cuba,0,3,22,18,18,-,-,25,25,25,-,-,SET 3,7,7,0,0,,-25,7,6,7,20,175,0,0,3,3,0,0,5,14,19,-175,2,0,15,17,42.42,5,0,6,500,0,0,18,18,0
2022,Men,6,44772,Semifinals,Seoul,Korea,Türkiye,Korea,3,0,26,25,25,-,-,24,21,22,-,-,ALL SETS,58,41,12,5,,20.58,41,8,35,84,213.63,12,2,15,29,292.86,5,9,61,75,-56.71,10,3,44,57,66.86,29,0,32,670,0,1,82,83,-100
2022,Men,6,44772,Semifinals,Seoul,Korea,Türkiye,Korea,3,0,26,25,25,-,-,24,21,22,-,-,SET 1,18,13,4,1,,78.8,13,1,10,24,246.79,4,0,4,8,283.33,1,6,19,26,-215.83,3,1,14,18,40,7,0,7,600,0,0,23,23,0
2022,Men,6,44772,Semifinals,Seoul,Korea,Türkiye,Korea,3,0,26,25,25,-,-,24,21,22,-,-,SET 2,21,14,4,3,,148.53,14,4,12,30,170.84,4,1,5,10,158.33,3,2,19,24,-19.05,4,0,16,20,98.33,8,0,8,600,0,0,30,30,0
2022,Men,6,44772,Semifinals,Seoul,Korea,Türkiye,Korea,3,0,26,25,25,-,-,24,21,22,-,-,SET 3,19,14,4,1,,34.93,14,3,13,30,291.43,4,1,6,11,66.67,1,1,23,25,-3.33,3,2,14,19,-75,14,0,17,652.38,0,1,29,30,-100
2022,Men,7,44773,Final 3rd-4th,Seoul,Korea,Korea,Czech Republic,3,2,25,25,24,23,22,19,16,26,25,20,ALL SETS,86,76,5,5,,79.57,76,21,28,125,398.83,5,1,15,21,158.33,5,19,94,118,-145.89,22,2,67,91,100.71,40,1,46,717.45,0,0,125,125,0
2022,Men,7,44773,Final 3rd-4th,Seoul,Korea,Korea,Czech Republic,3,2,25,25,24,23,22,19,16,26,25,20,SET 1,16,13,2,1,,112.5,13,4,10,27,233.34,2,0,3,5,100,1,2,21,24,-33.33,4,1,13,18,132.5,9,0,11,416.67,0,0,26,26,0
2022,Men,7,44773,Final 3rd-4th,Seoul,Korea,Korea,Czech Republic,3,2,25,25,24,23,22,19,16,26,25,20,SET 2,19,16,1,2,,197.21,16,1,5,22,506.67,1,0,3,4,50,2,3,20,25,-71.43,4,0,10,14,80,8,1,10,500,0,0,21,21,0
2022,Men,7,44773,Final 3rd-4th,Seoul,Korea,Korea,Czech Republic,3,2,25,25,24,23,22,19,16,26,25,20,SET 3,21,18,1,2,,61.9,18,5,5,28,220.83,1,0,1,2,100,2,5,17,24,-136.66,7,1,15,23,125,9,0,9,300,0,0,29,29,0
2022,Men,7,44773,Final 3rd-4th,Seoul,Korea,Korea,Czech Republic,3,2,25,25,24,23,22,19,16,26,25,20,SET 4,15,14,1,0,,-125.83,14,8,4,26,33.85,1,1,5,7,50,0,5,19,24,-206.67,2,0,17,19,23.61,9,0,10,400,0,0,27,27,0
2022,Men,7,44773,Final 3rd-4th,Seoul,Korea,Korea,Czech Republic,3,2,25,25,24,23,22,19,16,26,25,20,SET 5,15,15,0,0,,-5.03,15,3,4,22,175,0,0,3,3,0,0,4,17,21,-191.67,5,0,12,17,111.11,5,0,6,250,0,0,22,22,0
2022,Men,8,44773,Final 1st-2nd,Seoul,Korea,Türkiye,Cuba,1,3,17,25,20,20,-,25,23,25,25,-,ALL SETS,57,43,8,6,,156.08,43,17,28,88,221.52,8,3,10,21,79.17,6,12,65,83,-108.08,21,8,51,80,57.77,20,0,23,625,0,1,88,89,-1.32
2022,Men,8,44773,Final 1st-2nd,Seoul,Korea,Türkiye,Cuba,1,3,17,25,20,20,-,25,23,25,25,-,SET 1,9,9,0,0,,18.82,9,4,8,21,165,0,1,2,3,-100,0,2,16,18,-66.66,5,3,12,20,22.86,4,0,5,250,0,1,21,22,-5.56
2022,Men,8,44773,Final 1st-2nd,Seoul,Korea,Türkiye,Cuba,1,3,17,25,20,20,-,25,23,25,25,-,SET 2,21,14,3,4,,147.5,14,2,4,20,216.67,3,0,5,8,150,4,5,15,24,-126.66,6,1,13,20,95.83,4,0,5,400,0,0,20,20,0
2022,Men,8,44773,Final 1st-2nd,Seoul,Korea,Türkiye,Cuba,1,3,17,25,20,20,-,25,23,25,25,-,SET 3,12,8,3,1,,21.26,8,6,10,24,50,3,0,1,4,166.67,1,4,16,21,-125,3,3,13,19,-25,7,0,7,400,0,0,24,24,0
2022,Men,8,44773,Final 1st-2nd,Seoul,Korea,Türkiye,Cuba,1,3,17,25,20,20,-,25,23,25,25,-,SET 4,15,12,2,1,,101.25,12,5,6,23,80.77,2,2,2,6,-33.33,1,1,18,20,0,7,1,13,21,187.5,5,0,6,300,0,0,23,23,0
2022,Women,4,44770,Quarter_Finals,Zadar,Croatia,Czech Republic,Belgium,0,3,18,23,15,-,-,25,25,25,-,-,ALL SETS,47,39,7,1,,-44.24,39,16,47,102,38.78,7,10,0,17,-26.67,1,6,51,58,-71.9,11,6,49,66,11.41,3,10,14,-226.67,16,1,89,106,39.43
2022,Women,4,44770,Quarter_Finals,Zadar,Croatia,Czech Republic,Belgium,0,3,18,23,15,-,-,25,25,25,-,-,SET 1,14,13,1,0,,28.99,13,5,13,31,112.62,1,3,0,4,-100,0,3,16,19,-108.33,4,1,16,21,-10.23,0,1,1,-100,5,0,27,32,16.67
2022,Women,4,44770,Quarter_Finals,Zadar,Croatia,Czech Republic,Belgium,0,3,18,23,15,-,-,25,25,25,-,-,SET 2,20,14,5,1,,-10.69,14,7,20,41,-76.82,5,3,0,8,50,1,2,20,23,-116.66,3,2,18,23,-15.91,3,4,7,-100,6,0,37,43,15
2022,Women,4,44770,Quarter_Finals,Zadar,Croatia,Czech Republic,Belgium,0,3,18,23,15,-,-,25,25,25,-,-,SET 3,13,12,1,0,,-70.51,12,4,14,30,45,1,4,0,5,-200,0,1,15,16,-50,4,3,15,22,20,0,5,6,-250,5,1,25,31,36.11
2022,Women,1,44770,Quarter_Finals,Zadar,Croatia,Kazakhstan,Croatia,0,3,20,15,20,-,-,25,25,25,-,-,ALL SETS,39,31,4,4,,73.16,31,13,46,90,111.72,4,8,0,12,-250,4,9,43,56,-45.96,11,7,50,68,47.69,4,8,12,-233.33,4,2,81,87,-1.08
2022,Women,1,44770,Quarter_Finals,Zadar,Croatia,Kazakhstan,Croatia,0,3,20,15,20,-,-,25,25,25,-,-,SET 1,13,10,1,2,,48.81,10,6,21,37,73.33,1,4,0,5,-300,2,3,15,20,-78.33,2,3,17,22,-11.11,2,3,5,-100,0,0,34,34,0
2022,Women,1,44770,Quarter_Finals,Zadar,Croatia,Kazakhstan,Croatia,0,3,20,15,20,-,-,25,25,25,-,-,SET 2,10,8,1,1,,14.8,8,4,18,30,86.67,1,1,0,2,0,1,2,13,16,-33.33,3,1,18,22,33.33,1,2,3,-100,1,1,28,30,2.02
2022,Women,1,44770,Quarter_Finals,Zadar,Croatia,Kazakhstan,Croatia,0,3,20,15,20,-,-,25,25,25,-,-,SET 3,16,13,2,1,,36.9,13,3,7,23,219.05,2,3,0,5,-33.33,1,4,15,20,-116.67,6,3,15,24,48.71,1,3,4,-100,3,1,19,23,8.7
2022,Women,3,44771,Quarter_Finals,Zadar,Croatia,France,Colombia,2,3,17,16,25,-,14,25,25,22,11/25/2023,16,ALL SETS,70,52,12,6,,-22.14,52,22,68,142,82.67,12,16,0,28,-126.67,6,19,73,98,-86.27,20,7,57,84,37.78,5,14,22,-200,11,2,117,130,-92.13
2022,Women,3,44771,Quarter_Finals,Zadar,Croatia,France,Colombia,2,3,17,16,25,-,14,25,25,22,11/25/2023,16,SET 1,11,8,2,1,,-124.99,8,8,7,23,-129.17,2,2,0,4,0,1,4,12,17,-125,5,3,14,22,22.22,0,3,4,-250,3,0,20,23,13.64
2022,Women,3,44771,Quarter_Finals,Zadar,Croatia,France,Colombia,2,3,17,16,25,-,14,25,25,22,11/25/2023,16,SET 2,9,8,1,0,,-149.02,8,6,17,31,-104.29,1,6,0,7,-300,0,2,15,17,-66.66,2,1,17,20,7.93,0,3,3,-300,3,2,24,29,-92.86
2022,Women,3,44771,Quarter_Finals,Zadar,Croatia,France,Colombia,2,3,17,16,25,-,14,25,25,22,11/25/2023,16,SET 3,22,18,2,2,,57.68,18,6,20,44,219.44,2,4,0,6,-100,2,7,15,24,-116.67,8,1,13,22,110.32,2,3,6,-100,2,0,37,39,5.13
2022,Women,3,44771,Quarter_Finals,Zadar,Croatia,France,Colombia,2,3,17,16,25,-,14,25,25,22,11/25/2023,16,SET 4,21,13,6,2,,155.45,13,1,13,27,272.14,6,2,0,8,133.33,2,2,21,25,-24.76,3,1,5,9,40,2,0,3,150,2,0,22,24,8.7
2022,Women,3,44771,Quarter_Finals,Zadar,Croatia,France,Colombia,2,3,17,16,25,-,14,25,25,22,11/25/2023,16,SET 5,7,5,1,1,,8.61,5,1,11,17,106.67,1,2,0,3,0,1,4,10,15,-166.66,2,1,8,11,6.67,1,5,6,-200,1,0,14,15,6.67
2022,Women,6,44772,Semifinals,Zadar,Croatia,Belgium,Colombia,3,1,21,25,25,25,-,25,20,21,16,-,ALL SETS,71,58,7,6,,-41.94,58,19,97,174,48.49,7,19,1,27,-480,6,13,76,95,-156,7,3,69,79,47.94,6,12,19,-246.67,10,1,152,163,13.96
2022,Women,6,44772,Semifinals,Zadar,Croatia,Belgium,Colombia,3,1,21,25,25,25,-,25,20,21,16,-,SET 1,15,11,1,3,,-16.67,11,5,20,36,190.38,1,4,0,5,-300,3,4,15,22,-116.66,4,2,17,23,40.4,0,3,4,-300,2,0,27,29,19.29
2022,Women,6,44772,Semifinals,Zadar,Croatia,Belgium,Colombia,3,1,21,25,25,25,-,25,20,21,16,-,SET 2,19,17,2,0,,34.52,17,3,26,46,115.83,2,4,1,7,-50,0,4,20,24,-153.33,2,0,18,20,120,0,6,6,-400,3,0,40,43,7.32
2022,Women,6,44772,Semifinals,Zadar,Croatia,Belgium,Colombia,3,1,21,25,25,25,-,25,20,21,16,-,SET 3,18,14,2,2,,-98.84,14,6,25,45,-138.09,2,5,0,7,-200,2,3,20,25,-85.71,1,1,18,20,-1.79,3,1,4,133.33,3,1,43,47,5.26
2022,Women,6,44772,Semifinals,Zadar,Croatia,Belgium,Colombia,3,1,21,25,25,25,-,25,20,21,16,-,SET 4,19,16,2,1,,28.19,16,5,26,47,160.33,2,6,0,8,-250,1,2,21,24,-33.33,0,0,16,16,0,3,2,5,33.33,2,0,42,44,4.65
2022,Women,5,44772,Semifinals,Zadar,Croatia,Puerto Rico,Croatia,1,3,24,17,25,17,-,26,25,23,25,-,ALL SETS,58,48,9,1,,78.39,48,30,71,149,80.65,9,17,0,26,-161.11,1,7,76,84,-65.4,37,3,48,88,197.95,3,10,14,-200,3,1,141,145,2.82
2022,Women,5,44772,Semifinals,Zadar,Croatia,Puerto Rico,Croatia,1,3,24,17,25,17,-,26,25,23,25,-,SET 1,17,12,4,1,,124.43,12,5,31,48,111.9,4,5,0,9,100,1,2,21,24,-33.33,9,1,13,23,106.25,2,3,6,100,1,1,48,50,0
2022,Women,5,44772,Semifinals,Zadar,Croatia,Puerto Rico,Croatia,1,3,24,17,25,17,-,26,25,23,25,-,SET 2,11,9,2,0,,-56.31,9,9,19,37,40.28,2,6,0,8,-220,0,0,18,18,0,7,1,14,22,72.03,0,2,2,-200,1,0,35,36,5.56
2022,Women,5,44772,Semifinals,Zadar,Croatia,Puerto Rico,Croatia,1,3,24,17,25,17,-,26,25,23,25,-,SET 3,17,16,1,0,,32.59,16,8,12,36,125.45,1,1,0,2,0,0,4,20,24,-166.66,11,0,10,21,158.42,0,1,1,-100,0,0,33,33,0
2022,Women,5,44772,Semifinals,Zadar,Croatia,Puerto Rico,Croatia,1,3,24,17,25,17,-,26,25,23,25,-,SET 4,13,11,2,0,,-110.51,11,8,9,28,-32.38,2,5,0,7,-166.66,0,1,17,18,-50,10,1,11,22,170.47,1,4,5,-300,1,0,25,26,4.17
2022,Women,7,44773,Final 3rd-4th,Zadar,Croatia,Colombia,Puerto Rico,1,3,25,25,23,18,-,27,23,25,25,-,ALL SETS,70,62,7,1,,53.98,62,21,83,166,327.68,7,16,0,23,-376.67,1,6,85,92,-35.92,20,4,65,89,54.02,6,22,29,-526.66,4,0,155,159,2.84
2022,Women,7,44773,Final 3rd-4th,Zadar,Croatia,Colombia,Puerto Rico,1,3,25,25,23,18,-,27,23,25,25,-,SET 1,18,16,2,0,,41.38,16,6,17,39,198.33,2,5,0,7,-300,0,3,23,26,-75,6,0,16,22,79.72,0,8,9,-566.67,2,0,35,37,6.25
2022,Women,7,44773,Final 3rd-4th,Zadar,Croatia,Colombia,Puerto Rico,1,3,25,25,23,18,-,27,23,25,25,-,SET 2,17,17,0,0,,-66.42,17,4,18,39,78.08,0,4,0,4,-300,0,1,23,24,-50,4,1,15,20,45,2,4,6,-100,0,0,38,38,0
2022,Women,7,44773,Final 3rd-4th,Zadar,Croatia,Colombia,Puerto Rico,1,3,25,25,23,18,-,27,23,25,25,-,SET 3,19,17,1,1,,59.47,17,7,30,54,234.35,1,4,0,5,-300,1,1,22,24,-20.83,5,0,18,23,53.33,3,6,9,0,1,0,51,52,2.08
2022,Women,7,44773,Final 3rd-4th,Zadar,Croatia,Colombia,Puerto Rico,1,3,25,25,23,18,-,27,23,25,25,-,SET 4,16,12,4,0,,131.67,12,4,18,34,267.7,4,3,0,7,-50,0,1,17,18,-16.67,5,3,16,24,33.33,1,4,5,-300,1,0,31,32,3.7
2022,Women,8,44773,Final 1st-2nd,Zadar,Croatia,Belgium,Croatia,1,3,20,25,22,21,-,25,21,25,25,-,ALL SETS,58,44,7,7,,-49.17,44,21,75,140,54.03,7,15,0,22,-236.67,7,11,71,89,-33.65,26,2,53,81,38.92,1,9,10,-450,4,1,131,136,2.54
2022,Women,8,44773,Final 1st-2nd,Zadar,Croatia,Belgium,Croatia,1,3,20,25,22,21,-,25,21,25,25,-,SET 1,11,9,0,2,,-214.07,9,4,17,30,-15.25,0,5,0,5,-400,2,4,14,20,-175,4,1,16,21,57.62,0,1,1,-100,1,0,27,28,3.7
2022,Women,8,44773,Final 1st-2nd,Zadar,Croatia,Belgium,Croatia,1,3,20,25,22,21,-,25,21,25,25,-,SET 2,16,12,3,1,,17.57,12,5,14,31,-6.44,3,2,0,5,100,1,3,21,25,-20,2,0,14,16,32.5,0,3,3,-300,2,0,31,33,6.67
2022,Women,8,44773,Final 1st-2nd,Zadar,Croatia,Belgium,Croatia,1,3,20,25,22,21,-,25,21,25,25,-,SET 3,16,11,1,4,,3.21,11,6,20,37,15,1,3,0,4,-200,4,2,16,22,50,14,0,9,23,238.64,0,4,4,-300,1,1,33,35,0
2022,Women,8,44773,Final 1st-2nd,Zadar,Croatia,Belgium,Croatia,1,3,20,25,22,21,-,25,21,25,25,-,SET 4,15,12,3,0,,11.63,12,6,24,42,116.11,3,5,0,8,-266.67,0,2,20,22,-58.33,6,1,14,21,23.57,1,1,2,0,0,0,40,40,0
